product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0287,BATCH-11,SCEPTER 4 Seater Round Dining Table Marble - Brown,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023SWV1900004,,,,,https://www.panhomestores.com/ksa_en/scepter-4-seater-round-dining-table-marble-brown-023swv1900004,2026-07-16
BAYTI-0288,BATCH-11,ALINA 6 Seater Round Dining Table Marble - Beige Dark Brown,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023VCN1000019,,,,,https://www.panhomestores.com/ksa_en/alina-6-seater-round-dining-table-marble-beige-dark-brown-023vcn1000019,2026-07-16
BAYTI-0289,BATCH-11,KIRA 6 Seater Dining Table Marble - Beige Brown,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023VCN1000012,,,,,https://www.panhomestores.com/ksa_en/kira-6-seater-dining-table-marble-beige-brown-023vcn1000012,2026-07-16
BAYTI-0290,BATCH-11,SHEROD 8 Seater Dining Table Veneer - Charcoal & Black,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023GPF3700037,,,,,https://www.panhomestores.com/ksa_en/sherod-8-seater-dining-table-veneer-charcoal-black-023gpf3700037,2026-07-16
BAYTI-0291,BATCH-11,SONORA 8 Seater Dining Table Marble - Brown Gold,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023SSK1900135,,,,,https://www.panhomestores.com/ksa_en/sonora-8-seater-dining-table-marble-brown-gold-023ssk1900135-parent,2026-07-16
BAYTI-0292,BATCH-11,ANOUK 6 Seater Dining Table - Dark Brown,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023DAT3000030,,,,,https://www.panhomestores.com/ksa_en/anouk-6-seater-dining-table-dark-brown-023dat3000030,2026-07-16
BAYTI-0293,BATCH-11,PAVEL 8 Seater Dining Table Travertine - Beige Brown,Pan Home,Dining room,Dining table,Pan Home Saudi Arabia,Saudi Arabia,023VCN1000021,,,,,https://www.panhomestores.com/ksa_en/pavel-8-seater-dining-table-travertine-beige-brown-023vcn1000021,2026-07-16
BAYTI-0294,BATCH-11,NODREA 1+6 Seater Marble Dining Set with Darl Chairs - White & Gold,Pan Home,Dining room,Dining set,Pan Home Saudi Arabia,Saudi Arabia,021BUNDLE117,,,,,https://www.panhomestores.com/ksa_en/nodrea-1-6-seater-marble-dining-set-with-darl-dining-chair-package-white-and-gold-021bundle117,2026-07-16
BAYTI-0295,BATCH-11,ATRISSA 1+8 Seater Dining Set with Dover Chairs,Pan Home,Dining room,Dining set,Pan Home Saudi Arabia,Saudi Arabia,011BUNDLE1230,,,,,https://www.panhomestores.com/ksa_en/atrissa-1-8-seater-dining-set-with-dover-chairs-package-011bundle1230,2026-07-16
BAYTI-0296,BATCH-11,OKRA E27 Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900132,,,,,https://www.panhomestores.com/ksa_en/okra-e27-floor-lamp-43x160cm-natural-181ato9900132,2026-07-16
BAYTI-0297,BATCH-11,CUSTA E27 Polyresin Floor Lamp - White,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9901032,,,,,https://www.panhomestores.com/ksa_en/custa-e27-polyresin-floor-lamp-dia-30x152cm-white-181ato9901032,2026-07-16
BAYTI-0298,BATCH-11,ALBUS 2-Light E27 Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9901727,,,,,https://www.panhomestores.com/ksa_en/albus-2-light-e27-floor-lamp-27x27x150-5cm-natural-181aic9901727,2026-07-16
BAYTI-0299,BATCH-11,MARIBEL E27 Floor Lamp - Brass,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9900379,,,,,https://www.panhomestores.com/ksa_en/maribel-e27-floor-lamp-d40x160cm-brass-181aic9900379,2026-07-16
BAYTI-0300,BATCH-11,ACCENT Sculpted LED Resin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900808,,,,,https://www.panhomestores.com/ksa_en/accent-sculpted-led-resin-floor-lamp-65x180cm-black-181ato9900808,2026-07-16
BAYTI-0301,BATCH-11,MELVIN E27 Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900127,,,,,https://www.panhomestores.com/ksa_en/melvin-e27-floor-lamp-67x150cm-black-181ato9900127,2026-07-16
BAYTI-0302,BATCH-11,THYRON E27 Polyresin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181HEL9900343,,,,,https://www.panhomestores.com/ksa_en/thyron-e27-polyresin-floor-lamp-dia-54x54x174cm-black-181hel9900343,2026-07-16
BAYTI-0303,BATCH-11,CHELLSY E27 Polyresin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181HEL9900344,,,,,https://www.panhomestores.com/ksa_en/chellsy-e27-polyresin-floor-lamp-61x61x185-5cm-black-181hel9900344,2026-07-16
BAYTI-0304,BATCH-11,KHALEYA 2-Light E27 Floor Lamp - Brown,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9902483,,,,,https://www.panhomestores.com/ksa_en/khaleya-2-lights-e-27-floor-lamp-dia-30x135cm-brown-181aic9902483,2026-07-16
BAYTI-0305,BATCH-11,HUDSON Arc E27 Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900247,,,,,https://www.panhomestores.com/ksa_en/hudson-arc-e27-floor-lamp-dia-32x145cm-black-181ato9900247,2026-07-16
BAYTI-0306,BATCH-11,TRIPOD E27 Wooden Floor Lamp - Brushed Gold,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181UCH9900039,,,,,https://www.panhomestores.com/ksa_en/tripod-e27-wooden-floor-lamp-dia-45x157-5cm-brushed-gold-181uch9900039,2026-07-16
