product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0387,BATCH-14,"BREVBÄRARE Rug, high pile, deep beige, 160x230 cm",IKEA,Soft furnishings,Rug,IKEA Saudi Arabia,Saudi Arabia,406.262.79,,,,,https://www.ikea.com/sa/en/p/brevbaerare-rug-high-pile-deep-beige-40626279/,2026-07-16
BAYTI-0388,BATCH-14,"BLODLÖNN Mirror, 30x30 cm",IKEA,Home decor,Mirror,IKEA Saudi Arabia,Saudi Arabia,305.423.79,,,,,https://www.ikea.com/sa/en/p/blodloenn-mirror-30542379/,2026-07-16
BAYTI-0389,BATCH-14,"LENDA Curtains with tie-backs, off-white",IKEA,Soft furnishings,Curtains,IKEA Saudi Arabia,Saudi Arabia,406.332.46,,,,,https://www.ikea.com/sa/en/p/lenda-curtains-with-tie-backs-1-pair-off-white-with-heading-tape-40633246/,2026-07-16
BAYTI-0390,BATCH-14,"ENKROKEN Desk, white, 85x56x75 cm",IKEA,Home office,Desk,IKEA Saudi Arabia,Saudi Arabia,505.870.79,,,,,https://www.ikea.com/sa/en/p/enkroken-desk-white-50587079/,2026-07-16
BAYTI-0391,BATCH-14,"TIPHEDE Rug, flatwoven, natural/black, 120x180 cm",IKEA,Soft furnishings,Rug,IKEA Saudi Arabia,Saudi Arabia,404.567.57,,,,,https://www.ikea.com/sa/en/p/tiphede-rug-flatwoven-natural-black-40456757/,2026-07-16
BAYTI-0392,BATCH-14,"TROTTEN Desk, ash effect/white, 160x80 cm",IKEA,Home office,Desk,IKEA Saudi Arabia,Saudi Arabia,396.219.23,,,,,https://www.ikea.com/sa/en/p/trotten-desk-ash-effect-white-s39621923/,2026-07-16
BAYTI-0393,BATCH-14,"MÄVINN Rug, flatwoven, multicolour, 60x90 cm",IKEA,Soft furnishings,Rug,IKEA Saudi Arabia,Saudi Arabia,106.151.40,,,,,https://www.ikea.com/sa/en/p/maevinn-rug-flatwoven-multicolour-10615140/,2026-07-16
BAYTI-0394,BATCH-14,"LINDBYN Mirror, black, 60x120 cm",IKEA,Home decor,Mirror,IKEA Saudi Arabia,Saudi Arabia,304.586.10,,,,,https://www.ikea.com/sa/en/p/lindbyn-mirror-black-30458610/,2026-07-16
BAYTI-0395,BATCH-14,"SLÅNHÖSTMAL Curtains, 1 pair, white/black stripe, 145x300 cm",IKEA,Soft furnishings,Curtains,IKEA Saudi Arabia,Saudi Arabia,206.078.42,,,,,https://www.ikea.com/sa/en/p/slanhoestmal-curtains-1-pair-white-black-stripe-with-eyelets-20607842/,2026-07-16
BAYTI-0396,BATCH-14,"MICKE Desk, white, 73x50 cm",IKEA,Home office,Desk,IKEA Saudi Arabia,Saudi Arabia,302.130.76,,,,,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,2026-07-16
