product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0352,BATCH-13,Glory 1+2 Coffee Table Set Wood - Brown & Black,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041MEU1000003,,,,,https://www.panhomestores.com/ksa_en/glory-1-2-coffee-table-set-wood-brown-black-041meu1000003,2026-07-16
BAYTI-0353,BATCH-13,Remeno Coffee Table Set 1+2 - Gold,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041HCT2400073,,,,,https://www.panhomestores.com/ksa_en/remeno-coffee-table-set-1-2-gold-041hct2400073,2026-07-16
BAYTI-0354,BATCH-13,Nour 1+4 Coffee Table Set - Brown,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041XGD1900128,,,,,https://www.panhomestores.com/ksa_en/nour-1-4-coffee-table-set-brown-041xgd1900128,2026-07-16
BAYTI-0355,BATCH-13,Tommaso Coffee Table Set of 2 Melamine - Natural & White,Pan Home,Living room,Coffee table set,Pan Home Saudi Arabia,Saudi Arabia,041JLV0500124,,,,,https://www.panhomestores.com/ksa_en/tommaso-coffee-table-set-of-2-melamine-natural-white-041jlv0500124,2026-07-16
BAYTI-0356,BATCH-13,Pyrus Coffee Table Glass - Gold,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041EDG2400029,,,,,https://www.panhomestores.com/ksa_en/pyrus-coffee-table-glass-gold-041edg2400029,2026-07-16
BAYTI-0357,BATCH-13,Aero Coffee Table Wood - Black,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041ANA1800001,,,,,https://www.panhomestores.com/ksa_en/aero-coffee-table-wood-black-041ana1800001,2026-07-16
BAYTI-0358,BATCH-13,Wingle Coffee Table Glass - Silver,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,045TXI2500029,,,,,https://www.panhomestores.com/ksa_en/wingle-coffee-table-glass-silver-045txi2500029,2026-07-16
BAYTI-0359,BATCH-13,Cardinal Coffee Table - Silver,Pan Home,Living room,Coffee table,Pan Home Saudi Arabia,Saudi Arabia,041EDG2500013,,,,,https://www.panhomestores.com/ksa_en/cardinal-coffee-table-silver-041edg2500013,2026-07-16
BAYTI-0360,BATCH-13,Delta 3 Seater Sofa,Pan Home,Living room,3-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,031NRM1400012,,,,,https://www.panhomestores.com/ksa_en/delta-3-seater-sofa-031nrm1400012,2026-07-16
BAYTI-0361,BATCH-13,York Sectional Sofa,Pan Home,Living room,Sectional sofa,Pan Home Saudi Arabia,Saudi Arabia,035YLN2000115,,,,,https://www.panhomestores.com/ksa_en/york-sectional-sofa-035yln2000115,2026-07-16
BAYTI-0362,BATCH-13,Chirag Sectional Sofa Set,Pan Home,Living room,Sectional sofa set,Pan Home Saudi Arabia,Saudi Arabia,031SZI4800136,,,,,https://www.panhomestores.com/ksa_en/chirag-sectional-sofa-set-031szi4800136,2026-07-16
BAYTI-0363,BATCH-13,Danietta Sectional Sofa,Pan Home,Living room,Sectional sofa,Pan Home Saudi Arabia,Saudi Arabia,031SPV2000008,,,,,https://www.panhomestores.com/ksa_en/danietta-sectional-sofa-031spv2000008,2026-07-16
BAYTI-0364,BATCH-13,Quebec Sectional Sofa Cum Bed,Pan Home,Living room,Sofa bed,Pan Home Saudi Arabia,Saudi Arabia,031MGA1000032,,,,,https://www.panhomestores.com/ksa_en/quebec-sectional-sofa-cum-bed-031mga1000032,2026-07-16
BAYTI-0365,BATCH-13,Jumanji 4 Seater Sofa - Beige,Pan Home,Living room,4-seater sofa,Pan Home Saudi Arabia,Saudi Arabia,032HCT1000074,,,,,https://www.panhomestores.com/ksa_en/jumanji-4-seater-sofa-beige-032hct1000074-parent,2026-07-16
BAYTI-0366,BATCH-13,Abbigail Nightstand with 2 Drawers - Light Grey,Pan Home,Bedroom,Nightstand,Pan Home Saudi Arabia,Saudi Arabia,013HKB8200009,,,,,https://www.panhomestores.com/ksa_en/abbigail-nightstand-with-2-drawer-light-grey-013hkb8200009,2026-07-16
