product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0110,BATCH-05,"TUFJORD Upholstered bed frame, Tallmyra black-blue, 140x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,805.724.96,,,,,https://www.ikea.com/sa/en/p/tufjord-upholstered-bed-frame-tallmyra-black-blue-80572496/,2026-07-16
BAYTI-0111,BATCH-05,"MALM Ottoman bed, white, 180x200 cm",IKEA,Bedroom,Ottoman bed,IKEA Saudi Arabia,Saudi Arabia,004.048.12,,,,,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-00404812/,2026-07-16
BAYTI-0112,BATCH-05,"NORDLI Bed frame with storage and headboard, white, 140x200 cm",IKEA,Bedroom,Storage bed,IKEA Saudi Arabia,Saudi Arabia,092.414.20,,,,,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,2026-07-16
BAYTI-0113,BATCH-05,"RÅDMANSÖ Bed frame, brown walnut effect/Leirsund, 140x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,896.301.28,,,,,https://www.ikea.com/sa/en/p/radmansoe-bed-frame-brown-walnut-effect-leirsund-s89630128/,2026-07-16
BAYTI-0114,BATCH-05,"TONSTAD Bed frame with storage, brown stained oak veneer/Luröy, 140x200 cm",IKEA,Bedroom,Storage bed,IKEA Saudi Arabia,Saudi Arabia,594.966.97,,,,,https://www.ikea.com/sa/en/p/tonstad-bed-frame-with-storage-brown-stained-oak-veneer-luroey-s59496697/,2026-07-16
BAYTI-0115,BATCH-05,"VEVELSTAD Bed frame, white, 160x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,805.063.88,,,,,https://www.ikea.com/sa/en/p/vevelstad-bed-frame-white-80506388/,2026-07-16
BAYTI-0116,BATCH-05,"SAGESUND Upholstered bed frame, Diseröd brown, 180x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,704.903.83,,,,,https://www.ikea.com/sa/en/p/sagesund-upholstered-bed-frame-diseroed-brown-70490383/,2026-07-16
BAYTI-0117,BATCH-05,"IDANÄS Bed frame with storage, dark brown/Lönset, 180x200 cm",IKEA,Bedroom,Storage bed,IKEA Saudi Arabia,Saudi Arabia,893.922.31,,,,,https://www.ikea.com/sa/en/p/idanaes-bed-frame-with-storage-dark-brown-loenset-s89392231/,2026-07-16
BAYTI-0118,BATCH-05,"BRIMNES Bed frame with storage, white, 160x200 cm",IKEA,Bedroom,Storage bed,IKEA Saudi Arabia,Saudi Arabia,399.029.37,,,,,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s39902937/,2026-07-16
BAYTI-0119,BATCH-05,"TARVA Bed frame, pine, 140x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,899.292.32,,,,,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-s89929232/,2026-07-16
BAYTI-0120,BATCH-05,"BJÖRKSNÄS Bed frame, birch/birch veneer/Luröy, 140x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,195.016.86,,,,,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-birch-veneer-luroey-s19501686/,2026-07-16
BAYTI-0121,BATCH-05,"DANDERYD Dining table, white, 130x80 cm",IKEA,Dining room,Dining table,IKEA Saudi Arabia,Saudi Arabia,405.687.26,,,,,https://www.ikea.com/sa/en/p/danderyd-dining-table-white-40568726/,2026-07-16
BAYTI-0122,BATCH-05,"DANDERYD Dining table, oak veneer/white, 130x80 cm",IKEA,Dining room,Dining table,IKEA Saudi Arabia,Saudi Arabia,104.638.58,,,,,https://www.ikea.com/sa/en/p/danderyd-dining-table-oak-veneer-white-10463858/,2026-07-16
BAYTI-0123,BATCH-05,"KRYLBO Chair, Tonerud dark beige",IKEA,Dining room,Dining chair,IKEA Saudi Arabia,Saudi Arabia,605.667.45,,,,,https://www.ikea.com/sa/en/p/krylbo-chair-tonerud-dark-beige-60566745/,2026-07-16
BAYTI-0124,BATCH-05,"TYSSEDAL Bed frame, white, 160x200 cm",IKEA,Bedroom,Bed frame,IKEA Saudi Arabia,Saudi Arabia,590.577.30,,,,,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s59057730/,2026-07-16
BAYTI-0125,BATCH-05,"KLEPPSTAD Wardrobe with 3 doors, white, 117x55x176 cm",IKEA,Bedroom,Wardrobe,IKEA Saudi Arabia,Saudi Arabia,004.417.58,,,,,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,2026-07-16
BAYTI-0126,BATCH-05,"PAX / FORSAND Wardrobe, white/white, 250x60x201 cm",IKEA,Bedroom,Wardrobe,IKEA Saudi Arabia,Saudi Arabia,095.027.28,,,,,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-white-white-s09502728/,2026-07-16
