product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0265,BATCH-10,Keerby End Table Veneer - Black Grey,Pan Home,Living room,End table,Pan Home Saudi Arabia,Saudi Arabia,041SSK1800125,,,,,https://www.panhomestores.com/ksa_en/keerby-end-table-veneer-black-grey-041ssk1800125,2026-07-16
BAYTI-0266,BATCH-10,Starlock Sideboard with 3 Drawers and 1 Door - White,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025CMR0800374,,,,,https://www.panhomestores.com/ksa_en/starlock-sideboard-with-3-drawer-1-door-white-025cmr0800374,2026-07-16
BAYTI-0267,BATCH-10,Gerra Accent Table Marble - White Gold,Pan Home,Living room,Accent table,Pan Home Saudi Arabia,Saudi Arabia,041TRL2400066,,,,,https://www.panhomestores.com/ksa_en/gerra-accent-table-marble-white-gold-041trl2400066,2026-07-16
BAYTI-0268,BATCH-10,Ruwa Sideboard with 3 Doors - Natural Black,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025JLV0500079,,,,,https://www.panhomestores.com/ksa_en/ruwa-sideboard-with-3-door-natural-black-025jlv0500079,2026-07-16
BAYTI-0269,BATCH-10,Kenzie E27 Polyresin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181HEL9900475,,,,,https://www.panhomestores.com/ksa_en/kenzie-e27-polyresin-floor-lamp-68-5x68-5x169cm-black-181hel9900475,2026-07-16
BAYTI-0270,BATCH-10,Dilon E27 Table Lamp - Natural,Pan Home,Lighting,Table lamp,Pan Home Saudi Arabia,Saudi Arabia,251HRN9900028,,,,,https://www.panhomestores.com/ksa_en/dilon-e27-table-lamp-d28x43cm-natural-251hrn9900028,2026-07-16
BAYTI-0271,BATCH-10,Kevin E27 Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900128,,,,,https://www.panhomestores.com/ksa_en/kevin-e27-floor-lamp-43x43x160cm-natural-181ato9900128,2026-07-16
BAYTI-0272,BATCH-10,Nottingham Table Lamp - Gold & Black,Pan Home,Lighting,Table lamp,Pan Home Saudi Arabia,Saudi Arabia,181PGI9900056,,,,,https://www.panhomestores.com/ksa_en/nottingham-table-lamp-dia-14x45cm-gold-black-181pgi9900056,2026-07-16
BAYTI-0273,BATCH-10,Alicante Sideboard with 4 Doors - Natural,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025SQH0500043,,,,,https://www.panhomestores.com/ksa_en/alicante-sideboard-with-4-door-veneer-natural-025sqh0500043,2026-07-16
BAYTI-0274,BATCH-10,Salamis Floor Lamp - Brown,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,046FCF1900032,,,,,https://www.panhomestores.com/ksa_en/salamis-floor-lamp-brown-046fcf1900032,2026-07-16
BAYTI-0275,BATCH-10,Janice Sideboard with 2 Doors and 2 Drawers - Beige & Brown,Pan Home,Dining room,Sideboard,Pan Home Saudi Arabia,Saudi Arabia,025LWC1000028,,,,,https://www.panhomestores.com/ksa_en/janice-sideboard-with-2-door-2-drawer-ceramic-beige-brown-025lwc1000028,2026-07-16
BAYTI-0276,BATCH-10,Mabli 2-Light Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900350,,,,,https://www.panhomestores.com/ksa_en/mabli-2-light-floor-lamp-24x24x178cm-black-181ato9900350,2026-07-16
