product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0079,BATCH-04,"NYFORS Floor lamp, nickel-plated white",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,103.031.10,,,,,https://www.ikea.com/sa/en/p/nyfors-floor-lamp-nickel-plated-white-10303110/,2026-07-16
BAYTI-0080,BATCH-04,"HEKTAR Floor lamp, dark grey",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,602.165.49,,,,,https://www.ikea.com/sa/en/p/hektar-floor-lamp-dark-grey-60216549/,2026-07-16
BAYTI-0081,BATCH-04,"NYMÅNE Floor lamp with 3-spot, white",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,104.554.86,,,,,https://www.ikea.com/sa/en/p/nymane-floor-lamp-with-3-spot-white-10455486/,2026-07-16
BAYTI-0082,BATCH-04,"BARLAST Floor lamp, black/white, 150 cm",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,504.378.10,,,,,https://www.ikea.com/sa/en/p/barlast-floor-lamp-black-white-50437810/,2026-07-16
BAYTI-0083,BATCH-04,"BLÄNKFYR Floor lamp, nickel-plated",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,005.666.92,,,,,https://www.ikea.com/sa/en/p/blaenkfyr-floor-lamp-nickel-plated-00566692/,2026-07-16
BAYTI-0084,BATCH-04,"ÅRSTID Floor lamp, nickel-plated/white",IKEA,Lighting,Floor lamp,IKEA Saudi Arabia,Saudi Arabia,901.638.65,,,,,https://www.ikea.com/sa/en/p/arstid-floor-lamp-nickel-plated-white-90163865/,2026-07-16
BAYTI-0085,BATCH-04,"POÄNG Armchair and footstool, birch veneer/Knisa black",IKEA,Living room,Armchair set,IKEA Saudi Arabia,Saudi Arabia,194.842.05,,,,,https://www.ikea.com/sa/en/p/poaeng-armchair-and-footstool-birch-veneer-knisa-black-s19484205/,2026-07-16
BAYTI-0086,BATCH-04,"EKTORP Armchair, Kilanda light beige",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,995.521.01,,,,,https://www.ikea.com/sa/en/p/ektorp-armchair-kilanda-light-beige-s99552101/,2026-07-16
BAYTI-0087,BATCH-04,"VISKAFORS 1.5-seat armchair, Lejde light beige",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,405.222.10,,,,,https://www.ikea.com/sa/en/p/viskafors-1-5-seat-armchair-lejde-light-beige-40522210/,2026-07-16
BAYTI-0088,BATCH-04,"POÄNG Armchair, black-brown/Hillared anthracite",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,191.977.80,,,,,https://www.ikea.com/sa/en/p/poaeng-armchair-black-brown-hillared-anthracite-s19197780/,2026-07-16
BAYTI-0089,BATCH-04,"POÄNG Armchair and footstool, birch veneer/Knisa light beige",IKEA,Living room,Armchair set,IKEA Saudi Arabia,Saudi Arabia,694.842.36,,,,,https://www.ikea.com/sa/en/p/poaeng-armchair-and-footstool-birch-veneer-knisa-light-beige-s69484236/,2026-07-16
BAYTI-0090,BATCH-04,"PERSBOL Armchair, black/Tibbleby beige-grey",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,505.259.20,,,,,https://www.ikea.com/sa/en/p/persbol-armchair-black-tibbleby-beige-grey-50525920/,2026-07-16
BAYTI-0091,BATCH-04,"ÅRSUNDA Armchair, Knisa light grey",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,005.358.94,,,,,https://www.ikea.com/sa/en/p/arsunda-armchair-knisa-light-grey-00535894/,2026-07-16
BAYTI-0092,BATCH-04,"VEDBO High-back armchair, Gunnared dark grey",IKEA,Living room,Armchair,IKEA Saudi Arabia,Saudi Arabia,104.241.31,,,,,https://www.ikea.com/sa/en/p/vedbo-high-back-armchair-gunnared-dark-grey-10424131/,2026-07-16
BAYTI-0093,BATCH-04,"VISKAFORS 2-seat sofa, Lejde grey-green",IKEA,Living room,2-seat sofa,IKEA Saudi Arabia,Saudi Arabia,505.222.24,,,,,https://www.ikea.com/sa/en/p/viskafors-2-seat-sofa-lejde-grey-green-50522224/,2026-07-16
BAYTI-0094,BATCH-04,"ÄPPLARYD 2-seat sofa, Lejde grey/black",IKEA,Living room,2-seat sofa,IKEA Saudi Arabia,Saudi Arabia,205.062.25,,,,,https://www.ikea.com/sa/en/p/aepplaryd-2-seat-sofa-lejde-grey-black-20506225/,2026-07-16
BAYTI-0095,BATCH-04,"LANDSKRONA 2-seat sofa, Grann/Bomstad golden-brown/wood",IKEA,Living room,2-seat sofa,IKEA Saudi Arabia,Saudi Arabia,692.702.64,,,,,https://www.ikea.com/sa/en/p/landskrona-2-seat-sofa-grann-bomstad-golden-brown-wood-s69270264/,2026-07-16
BAYTI-0096,BATCH-04,"SÖDERHAMN 2-seat sofa with chaise longue, Viarp beige/brown",IKEA,Living room,Sofa with chaise longue,IKEA Saudi Arabia,Saudi Arabia,293.057.60,,,,,https://www.ikea.com/sa/en/p/soederhamn-2-seat-sofa-with-chaise-longue-viarp-beige-brown-s29305760/,2026-07-16
