merchant,brand,name_ar,name_en,category,sku,product_url,quality_score,issues,price_sar_TO_FILL,width_cm_TO_FILL,depth_cm_TO_FILL,height_cm_TO_FILL,availability_TO_FILL
IKEA Saudi Arabia,IKEA,دولاب PLATSA بثلاثة أبواب,PLATSA Wardrobe with 3 doors,storage,S196.154.52,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-3-doors-white-fonnes-white-s19615452/,68,unknown_availability|missing_dimensions,1815,,,,
IKEA Saudi Arabia,IKEA,دولاب PAX / MEHAMN / AULI بمرآة,PAX / MEHAMN / AULI Wardrobe with mirror glass,storage,S195.614.30,https://www.ikea.com/sa/en/p/pax-mehamn-auli-wardrobe-white-double-sided-white-stained-oak-effect-mirror-glass-s19561430/,68,unknown_availability|missing_dimensions,5295,,,,
IKEA Saudi Arabia,IKEA,دولاب RAKKESTAD بثلاثة أبواب,RAKKESTAD Wardrobe with 3 doors,storage,704.537.62,https://www.ikea.com/sa/en/p/rakkestad-wardrobe-with-3-doors-black-brown-70453762/,68,unknown_availability|missing_dimensions,799,,,,
IKEA Saudi Arabia,IKEA,دولاب KLEPPSTAD بثلاثة أبواب,KLEPPSTAD Wardrobe with 3 doors,storage,004.417.58,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,68,unknown_availability|missing_dimensions,699,,,,
IKEA Saudi Arabia,IKEA,دولاب PAX / BERGSBO أبيض,PAX / BERGSBO Wardrobe white,storage,S995.023.28,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-white-white-s99502328/,68,unknown_availability|missing_dimensions,3090,,,,
IKEA Saudi Arabia,IKEA,مرتبة فوم ÅKREHAMN صلبة,ÅKREHAMN Foam mattress firm,mattresses,604.816.47,https://www.ikea.com/sa/en/p/akrehamn-foam-mattress-firm-white-60481647/,68,unknown_availability|missing_dimensions,1495,,,,
IKEA Saudi Arabia,IKEA,مرتبة نوابض منفصلة VESTERÖY صلبة,VESTERÖY Pocket sprung mattress firm,mattresses,004.505.02,https://www.ikea.com/sa/en/p/vesteroey-pocket-sprung-mattress-firm-light-blue-00450502/,68,unknown_availability|missing_dimensions,529,,,,
IKEA Saudi Arabia,IKEA,مرتبة نوابض منفصلة VATNESTRÖM صلبة,VATNESTRÖM Pocket sprung mattress firm,mattresses,904.764.04,https://www.ikea.com/sa/en/p/vatnestroem-pocket-sprung-mattress-firm-natural-90476404/,68,unknown_availability|missing_dimensions,3595,,,,
IKEA Saudi Arabia,IKEA,سرير MALM مع مرتبة VESTERÖY,MALM Bed frame with VESTERÖY mattress,bedroom,S995.447.81,https://www.ikea.com/sa/en/p/malm-bed-frame-with-mattress-white-vesteroey-extra-firm-s99544781/,68,unknown_availability|missing_dimensions,2128,,,,
IKEA Saudi Arabia,IKEA,وحدة تلفزيون VIHALS بيضاء,VIHALS TV bench white,tv-media,805.428.57,https://www.ikea.com/sa/en/p/vihals-tv-bench-white-80542857/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,وحدة تلفزيون VIHALS رمادي داكن,VIHALS TV bench dark grey,tv-media,005.436.72,https://www.ikea.com/sa/en/p/vihals-tv-bench-dark-grey-00543672/,68,unknown_availability|missing_dimensions,499,,,,
IKEA Saudi Arabia,IKEA,وحدة تلفزيون BESTÅ بأبواب بيضاء,BESTÅ TV bench with doors white,tv-media,S295.973.77,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-white-foervaltare-white-s29597377/,68,unknown_availability|missing_dimensions,1140,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS بيضاء,VIHALS TV/storage combination white,tv-media,S995.211.57,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-white-s99521157/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS بيضاء,VIHALS TV/storage combination white,tv-media,S495.211.12,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-white-s49521112/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS بيضاء,VIHALS TV/storage combination white,tv-media,S994.406.13,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-white-s99440613/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS رمادي داكن,VIHALS TV/storage combination dark grey,tv-media,S095.210.72,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-dark-grey-s09521072/,68,unknown_availability|missing_dimensions,1098,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS رمادي داكن,VIHALS TV/storage combination dark grey,tv-media,S895.210.73,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-dark-grey-s89521073/,68,unknown_availability|missing_dimensions,1897,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS بيضاء,VIHALS TV/storage combination white,tv-media,S094.406.79,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-white-s09440679/,68,unknown_availability|missing_dimensions,1797,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS رمادي داكن,VIHALS TV/storage combination dark grey,tv-media,S695.210.74,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-dark-grey-s69521074/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,تشكيلة تلفزيون وتخزين VIHALS بيضاء,VIHALS TV/storage combination white,tv-media,S594.406.10,https://www.ikea.com/sa/en/p/vihals-tv-storage-combination-white-s59440610/,68,unknown_availability|missing_dimensions,1897,,,,
IKEA Saudi Arabia,IKEA,طاولة VIHALS أخضر/أبيض,VIHALS Table green/white,dining,S995.785.11,https://www.ikea.com/sa/en/p/vihals-table-green-white-s99578511/,68,unknown_availability|missing_dimensions,304,,,,
IKEA Saudi Arabia,IKEA,طاولة HAUGA رمادي/قشرة بتولا,HAUGA Table grey/birch veneer,dining,705.767.20,https://www.ikea.com/sa/en/p/hauga-table-grey-birch-veneer-70576720/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,سطح طاولة STOCKHOLM 2025 قشرة بلوط,STOCKHOLM 2025 Table top oak veneer,dining,105.901.25,https://www.ikea.com/sa/en/p/stockholm-2025-table-top-oak-veneer-10590125/,68,unknown_availability|missing_dimensions,2395,,,,
IKEA Saudi Arabia,IKEA,طاولة HAUGA مع كرسيين أبيض,HAUGA / HAUGA Table and 2 chairs white,dining,S995.748.53,https://www.ikea.com/sa/en/p/hauga-hauga-table-and-2-chairs-white-white-s99574853/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,طاولة HAUGA مع كرسيين رمادي,HAUGA / HAUGA Table and 2 chairs grey,dining,S195.749.08,https://www.ikea.com/sa/en/p/hauga-hauga-table-and-2-chairs-grey-grey-s19574908/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,طاولة HAUGA مع كرسيين STEFAN,HAUGA / STEFAN Table and 2 chairs,dining,S395.749.12,https://www.ikea.com/sa/en/p/hauga-stefan-table-and-2-chairs-grey-brown-black-knisa-grey-beige-s39574912/,68,unknown_availability|missing_dimensions,799,,,,
IKEA Saudi Arabia,IKEA,طاولة STOCKHOLM 2025 مع 6 كراسي جلد بني داكن,STOCKHOLM 2025 Table and 6 chairs dark brown leather,dining,S095.799.87,https://www.ikea.com/sa/en/p/stockholm-2025-stockholm-2025-table-and-6-chairs-oak-veneer-dark-brown-leather-s09579987/,68,unknown_availability|missing_dimensions,8389,,,,
IKEA Saudi Arabia,IKEA,طاولة STOCKHOLM 2025 مع 6 كراسي جلد بلوط,STOCKHOLM 2025 Table and 6 chairs oak leather,dining,S295.799.86,https://www.ikea.com/sa/en/p/stockholm-2025-stockholm-2025-table-and-6-chairs-oak-veneer-oak-leather-s29579986/,68,unknown_availability|missing_dimensions,7789,,,,
IKEA Saudi Arabia,IKEA,طاولة STOCKHOLM 2025 مع 6 كراسي راتان,STOCKHOLM 2025 Table and 6 chairs oak rattan,dining,S895.799.88,https://www.ikea.com/sa/en/p/stockholm-2025-stockholm-2025-table-and-6-chairs-oak-veneer-oak-rattan-s89579988/,68,unknown_availability|missing_dimensions,7189,,,,
IKEA Saudi Arabia,IKEA,مرآة LINDBYN ذهبية,LINDBYN Mirror gold-colour,mirrors,904.855.97,https://www.ikea.com/sa/en/p/lindbyn-mirror-gold-colour-90485597/,68,unknown_availability|missing_dimensions,229,,,,
IKEA Saudi Arabia,IKEA,مرآة واقفة KNAPPER بيضاء,KNAPPER Standing mirror white,mirrors,003.962.42,https://www.ikea.com/sa/en/p/knapper-standing-mirror-white-00396242/,68,unknown_availability|missing_dimensions,249,,,,
IKEA Saudi Arabia,IKEA,,"KRAGSTA Coffee table, black, 90 cm",living room,802.622.53,https://www.ikea.com/sa/en/p/kragsta-coffee-table-black-80262253/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LACK Coffee table, black-brown, 90x55 cm",living room,401.042.94,https://www.ikea.com/sa/en/p/lack-coffee-table-black-brown-40104294/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÄMMARYD Coffee table, white, 98x59 cm",living room,006.091.25,https://www.ikea.com/sa/en/p/aemmaryd-coffee-table-white-00609125/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"UGGLERUM Coffee table, walnut veneer, 130x65 cm",living room,606.279.80,https://www.ikea.com/sa/en/p/ugglerum-coffee-table-walnut-veneer-60627980/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VALNÄS Coffee table, oak veneer, 118x72 cm",living room,206.280.38,https://www.ikea.com/sa/en/p/valnaes-coffee-table-oak-veneer-20628038/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VITTSJÖ Coffee table, light beige/glass, 75 cm",living room,306.043.48,https://www.ikea.com/sa/en/p/vittsjoe-coffee-table-light-beige-glass-30604348/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Coffee table, off-white, 84x82 cm",living room,904.915.60,https://www.ikea.com/sa/en/p/tonstad-coffee-table-off-white-90491560/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÖKENSAND Floor lamp, beech/white",lighting,005.415.31,https://www.ikea.com/sa/en/p/oekensand-floor-lamp-beech-white-00541531/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LAUTERS Floor lamp, brown ash/white",lighting,804.059.40,https://www.ikea.com/sa/en/p/lauters-floor-lamp-brown-ash-white-80405940/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"UPPVIND Floor lamp, brass-plated/white",lighting,604.882.91,https://www.ikea.com/sa/en/p/uppvind-floor-lamp-brass-plated-white-60488291/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NYFORS Floor lamp, nickel-plated white",lighting,103.031.10,https://www.ikea.com/sa/en/p/nyfors-floor-lamp-nickel-plated-white-10303110/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NYMÅNE Floor lamp with 3-spot, white",lighting,104.554.86,https://www.ikea.com/sa/en/p/nymane-floor-lamp-with-3-spot-white-10455486/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BARLAST Floor lamp, black/white, 150 cm",lighting,504.378.10,https://www.ikea.com/sa/en/p/barlast-floor-lamp-black-white-50437810/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BLÄNKFYR Floor lamp, nickel-plated",lighting,005.666.92,https://www.ikea.com/sa/en/p/blaenkfyr-floor-lamp-nickel-plated-00566692/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅRSTID Floor lamp, nickel-plated/white",lighting,901.638.65,https://www.ikea.com/sa/en/p/arstid-floor-lamp-nickel-plated-white-90163865/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"POÄNG Armchair and footstool, birch veneer/Knisa black",living room,194.842.05,https://www.ikea.com/sa/en/p/poaeng-armchair-and-footstool-birch-veneer-knisa-black-s19484205/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"EKTORP Armchair, Kilanda light beige",living room,995.521.01,https://www.ikea.com/sa/en/p/ektorp-armchair-kilanda-light-beige-s99552101/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VISKAFORS 1.5-seat armchair, Lejde light beige",living room,405.222.10,https://www.ikea.com/sa/en/p/viskafors-1-5-seat-armchair-lejde-light-beige-40522210/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"POÄNG Armchair, black-brown/Hillared anthracite",living room,191.977.80,https://www.ikea.com/sa/en/p/poaeng-armchair-black-brown-hillared-anthracite-s19197780/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"POÄNG Armchair and footstool, birch veneer/Knisa light beige",living room,694.842.36,https://www.ikea.com/sa/en/p/poaeng-armchair-and-footstool-birch-veneer-knisa-light-beige-s69484236/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"PERSBOL Armchair, black/Tibbleby beige-grey",living room,505.259.20,https://www.ikea.com/sa/en/p/persbol-armchair-black-tibbleby-beige-grey-50525920/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅRSUNDA Armchair, Knisa light grey",living room,005.358.94,https://www.ikea.com/sa/en/p/arsunda-armchair-knisa-light-grey-00535894/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VEDBO High-back armchair, Gunnared dark grey",living room,104.241.31,https://www.ikea.com/sa/en/p/vedbo-high-back-armchair-gunnared-dark-grey-10424131/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VISKAFORS 2-seat sofa, Lejde grey-green",living room,505.222.24,https://www.ikea.com/sa/en/p/viskafors-2-seat-sofa-lejde-grey-green-50522224/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÄPPLARYD 2-seat sofa, Lejde grey/black",living room,205.062.25,https://www.ikea.com/sa/en/p/aepplaryd-2-seat-sofa-lejde-grey-black-20506225/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"LANDSKRONA 2-seat sofa, Grann/Bomstad golden-brown/wood",living room,692.702.64,https://www.ikea.com/sa/en/p/landskrona-2-seat-sofa-grann-bomstad-golden-brown-wood-s69270264/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SÖDERHAMN 2-seat sofa with chaise longue, Viarp beige/brown",living room,293.057.60,https://www.ikea.com/sa/en/p/soederhamn-2-seat-sofa-with-chaise-longue-viarp-beige-brown-s29305760/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SLATTUM Upholstered bed frame, Vissle dark grey, 140x200 cm",bedroom,005.712.45,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-vissle-dark-grey-00571245/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KLEPPSTAD Bed frame, white/Vissle beige, 140x200 cm",bedroom,004.926.77,https://www.ikea.com/sa/en/p/kleppstad-bed-frame-white-vissle-beige-00492677/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NEIDEN Bed frame, pine, 140x200 cm",bedroom,703.952.39,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Bed frame, high, white, 140x200 cm",bedroom,299.315.96,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-s29931596/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BRIMNES Bed frame with storage and headboard, white, 160x200 cm",bedroom,590.991.55,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099155/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"RAMNEFJÄLL Upholstered bed frame, Kilanda light beige, 160x200 cm",bedroom,695.527.44,https://www.ikea.com/sa/en/p/ramnefjaell-upholstered-bed-frame-kilanda-light-beige-s69552744/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"IDANÄS Bed frame, white, 140x200 cm",bedroom,904.588.91,https://www.ikea.com/sa/en/p/idanaes-bed-frame-white-90458891/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"IDANÄS Upholstered bed frame, Naggen beige, 140x200 cm",bedroom,605.880.64,https://www.ikea.com/sa/en/p/idanaes-upholstered-bed-frame-naggen-beige-60588064/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Bed frame, white, 160x200 cm",bedroom,606.024.42,https://www.ikea.com/sa/en/p/vihals-bed-frame-white-60602442/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VIHALS Bed frame with 1 trundle bed, white/Luröy, 140x200 cm",bedroom,095.820.27,https://www.ikea.com/sa/en/p/vihals-bed-frame-with-1-trundle-bed-white-luroey-s09582027/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SLATTUM Upholstered bed frame with headboard slipcover, 180x200 cm",bedroom,896.134.78,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-vissle-dark-grey-incl-slipcover-for-headboard-oereryd-grey-beige-s89613478/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TÄLLÅSEN Upholstered bed frame, Kulsta grey-green, 140x200 cm",bedroom,605.389.22,https://www.ikea.com/sa/en/p/taellasen-upholstered-bed-frame-kulsta-grey-green-60538922/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"STJÄRNÖ Bed frame, white/Lönset, 140x200 cm",bedroom,195.633.73,https://www.ikea.com/sa/en/p/stjaernoe-bed-frame-white-loenset-s19563373/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TUFJORD Upholstered bed frame, Tallmyra black-blue, 140x200 cm",bedroom,805.724.96,https://www.ikea.com/sa/en/p/tufjord-upholstered-bed-frame-tallmyra-black-blue-80572496/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MALM Ottoman bed, white, 180x200 cm",bedroom,004.048.12,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-00404812/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"NORDLI Bed frame with storage and headboard, white, 140x200 cm",bedroom,092.414.20,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"RÅDMANSÖ Bed frame, brown walnut effect/Leirsund, 140x200 cm",bedroom,896.301.28,https://www.ikea.com/sa/en/p/radmansoe-bed-frame-brown-walnut-effect-leirsund-s89630128/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TONSTAD Bed frame with storage, brown stained oak veneer/Luröy, 140x200 cm",bedroom,594.966.97,https://www.ikea.com/sa/en/p/tonstad-bed-frame-with-storage-brown-stained-oak-veneer-luroey-s59496697/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"VEVELSTAD Bed frame, white, 160x200 cm",bedroom,805.063.88,https://www.ikea.com/sa/en/p/vevelstad-bed-frame-white-80506388/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SAGESUND Upholstered bed frame, Diseröd brown, 180x200 cm",bedroom,704.903.83,https://www.ikea.com/sa/en/p/sagesund-upholstered-bed-frame-diseroed-brown-70490383/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"IDANÄS Bed frame with storage, dark brown/Lönset, 180x200 cm",bedroom,893.922.31,https://www.ikea.com/sa/en/p/idanaes-bed-frame-with-storage-dark-brown-loenset-s89392231/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BRIMNES Bed frame with storage, white, 160x200 cm",bedroom,399.029.37,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s39902937/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TARVA Bed frame, pine, 140x200 cm",bedroom,899.292.32,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-s89929232/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"BJÖRKSNÄS Bed frame, birch/birch veneer/Luröy, 140x200 cm",bedroom,195.016.86,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-birch-veneer-luroey-s19501686/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"DANDERYD Dining table, white, 130x80 cm",dining room,405.687.26,https://www.ikea.com/sa/en/p/danderyd-dining-table-white-40568726/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"DANDERYD Dining table, oak veneer/white, 130x80 cm",dining room,104.638.58,https://www.ikea.com/sa/en/p/danderyd-dining-table-oak-veneer-white-10463858/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"KRYLBO Chair, Tonerud dark beige",dining room,605.667.45,https://www.ikea.com/sa/en/p/krylbo-chair-tonerud-dark-beige-60566745/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"TYSSEDAL Bed frame, white, 160x200 cm",bedroom,590.577.30,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s59057730/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"PAX / FORSAND Wardrobe, white/white, 250x60x201 cm",bedroom,095.027.28,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-white-white-s09502728/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SANDSBERG Table, black, 110x67 cm",dining room,294.203.93,https://www.ikea.com/sa/en/p/sandsberg-table-black-s29420393/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SANDSBERG Table, black, 67x67 cm",dining room,594.204.00,https://www.ikea.com/sa/en/p/sandsberg-table-black-s59420400/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Table, beige/brown, 80x74 cm",dining room,205.979.18,https://www.ikea.com/sa/en/p/alhult-table-beige-brown-20597918/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ÅLHULT Table, black/brown, 80x74 cm",dining room,706.007.96,https://www.ikea.com/sa/en/p/alhult-table-black-brown-70600796/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"SKANSNÄS Extendable table, brown beech/veneer, 115/170 cm",dining room,705.632.37,https://www.ikea.com/sa/en/p/skansnaes-extendable-table-brown-beech-veneer-70563237/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"MÖRBYLÅNGA Table, oak veneer brown stained, 140x85 cm",dining room,503.862.45,https://www.ikea.com/sa/en/p/moerbylanga-table-oak-veneer-brown-stained-50386245/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"DANDERYD Dining table, pine veneer/black, 130x80 cm",dining room,604.431.46,https://www.ikea.com/sa/en/p/danderyd-dining-table-pine-veneer-black-60443146/,56,missing_price|unknown_availability|missing_dimensions,,,,,
IKEA Saudi Arabia,IKEA,,"ROSENTORP Extendable table, white, 110/155 cm",dining room,805.682.39,https://www.ikea.com/sa/en/p/rosentorp-extendable-table-white-80568239/,56,missing_price|unknown_availability|missing_dimensions,,,,,
