product_id,batch_id,name,brand,category,subcategory,retailer,market,article_number,price,currency,dimensions,availability,official_url,verified_on
BAYTI-0323,BATCH-12,PRECY E27 Rattan Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9902456,,,,,https://www.panhomestores.com/ksa_en/precy-e-27-rattan-floor-lamp-29x29x134cm-natural-181aic9902456,2026-07-16
BAYTI-0324,BATCH-12,SHINGO E27 Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9900130,,,,,https://www.panhomestores.com/ksa_en/shingo-e27-floor-lamp-28x120cm-natural-181ato9900130,2026-07-16
BAYTI-0325,BATCH-12,DONCHIC E27 Abaca Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9902457,,,,,https://www.panhomestores.com/ksa_en/donchic-e-27-abaca-floor-lamp-29x29x134cm-natural-181aic9902457,2026-07-16
BAYTI-0326,BATCH-12,BEAMER E27 Arc Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9902459,,,,,https://www.panhomestores.com/ksa_en/beamer-e-27-arc-floor-lamp-135x40x180cm-black-181aic9902459,2026-07-16
BAYTI-0327,BATCH-12,COSMO 2-Light E27 Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9901728,,,,,https://www.panhomestores.com/ksa_en/cosmo-2-light-e27-floor-lamp-30x120cm-black-181aic9901728,2026-07-16
BAYTI-0328,BATCH-12,GALAXY 5-Light E14 Arc Floor Lamp - Satin Nickel,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9904444,,,,,https://www.panhomestores.com/ksa_en/galaxy-5-light-e14-arc-floor-lamp-160x40x220cm-satin-nickel-181aic9904444,2026-07-16
BAYTI-0329,BATCH-12,COTTER E27 Paper Rope Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9901218,,,,,https://www.panhomestores.com/ksa_en/cotter-e27-paper-rope-floor-lamp-27x118cm-natural-181ato9901218,2026-07-16
BAYTI-0330,BATCH-12,BRAVADO E27 Polyresin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181ATO9901026,,,,,https://www.panhomestores.com/ksa_en/bravado-e27-polyresin-floor-lamp-dia-27x123cm-black-181ato9901026,2026-07-16
BAYTI-0331,BATCH-12,COSTAN E27 Seagrass Floor Lamp - Natural,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181AIC9904448,,,,,https://www.panhomestores.com/ksa_en/costan-e27-seagrass-floor-lamp-29x136cm-natural-181aic9904448,2026-07-16
BAYTI-0332,BATCH-12,AMORE Accent Chair - Cream,Pan Home,Living room,Accent chair,Pan Home Saudi Arabia,Saudi Arabia,033ZXC4800003,,,,,https://www.panhomestores.com/ksa_en/amore-accent-chair-cream-033zxc4800003,2026-07-16
BAYTI-0333,BATCH-12,SERGIO Accent Chair - White & Black,Pan Home,Living room,Accent chair,Pan Home Saudi Arabia,Saudi Arabia,024JLV2900282,,,,,https://www.panhomestores.com/ksa_en/sergio-accent-chair-white-black-024jlv2900282-parent,2026-07-16
BAYTI-0334,BATCH-12,MORO Accent Chair,Pan Home,Living room,Accent chair,Pan Home Saudi Arabia,Saudi Arabia,033AUF1000008,,,,,https://www.panhomestores.com/ksa_en/moro-accent-chair-033auf1000008,2026-07-16
BAYTI-0335,BATCH-12,MOOD Accent Chair - Grey,Pan Home,Living room,Accent chair,Pan Home Saudi Arabia,Saudi Arabia,033ZXC2000027,,,,,https://www.panhomestores.com/ksa_en/mood-accent-chair-grey-033zxc2000027,2026-07-16
BAYTI-0336,BATCH-12,THOFFEY E27 Polyresin Floor Lamp - Black,Pan Home,Lighting,Floor lamp,Pan Home Saudi Arabia,Saudi Arabia,181HEL9900345,,,,,https://www.panhomestores.com/ksa_en/thoffey-e27-polyresin-floor-lamp-48-5x48-5x161-5cm-black-181hel9900345,2026-07-16
